id,county,county_income,county_gini,county_income_mobility,generation,age,time,income,parent_id
5614,5,NaN,0.0,0.0,1,0.0,6.198628356663164,0.0,0.0
5616,10,NaN,0.0,0.0,1,0.0,6.19926863027141,0.0,0.0
5618,16,NaN,0.0,0.0,1,0.0,6.2015514707167245,0.0,0.0
5620,25,NaN,0.0,0.0,1,0.0,6.202992102222742,0.0,0.0
5622,13,NaN,0.0,0.0,1,0.0,6.203897977884916,0.0,0.0
5624,24,NaN,0.0,0.0,1,0.0,6.203920360476783,0.0,0.0
5626,11,NaN,0.0,0.0,1,0.0,6.204165323107538,0.0,0.0
5628,19,NaN,0.0,0.0,1,0.0,6.2042463766086495,0.0,0.0
5630,6,NaN,0.0,0.0,1,0.0,6.204938769609194,0.0,0.0
5632,2,NaN,0.0,0.0,1,0.0,6.20515841613707,0.0,0.0
5634,4,NaN,0.0,0.0,1,0.0,6.20530747182273,0.0,0.0
5636,7,NaN,0.0,0.0,1,0.0,6.206016888506836,0.0,0.0
5638,10,NaN,0.0,0.0,1,0.0,6.206068537744829,0.0,0.0
5640,17,NaN,0.0,0.0,1,0.0,6.206801381117514,0.0,0.0
5642,13,NaN,0.0,0.0,1,0.0,6.207714017508867,0.0,0.0
5644,4,NaN,0.0,0.0,1,0.0,6.208057288063464,0.0,0.0
5646,24,NaN,0.0,0.0,1,0.0,6.20814993799109,0.0,0.0
5648,7,NaN,0.0,0.0,1,0.0,6.209029234595604,0.0,0.0
5650,22,NaN,0.0,0.0,1,0.0,6.209945584067077,0.0,0.0
5652,5,NaN,0.0,0.0,1,0.0,6.209950437363804,0.0,0.0
5654,12,NaN,0.0,0.0,1,0.0,6.210440887918799,0.0,0.0
5656,21,NaN,0.0,0.0,1,0.0,6.211435833282058,0.0,0.0
5658,13,NaN,0.0,0.0,1,0.0,6.212859435284502,0.0,0.0
5660,16,NaN,0.0,0.0,1,0.0,6.2146517999381405,0.0,0.0
5662,4,NaN,0.0,0.0,1,0.0,6.216024785374644,0.0,0.0
5664,22,NaN,0.0,0.0,1,0.0,6.216497085918907,0.0,0.0
5666,15,NaN,0.0,0.0,1,0.0,6.217875037480751,0.0,0.0
5668,7,NaN,0.0,0.0,1,0.0,6.217957970702471,0.0,0.0
5670,10,NaN,0.0,0.0,1,0.0,6.218139656000512,0.0,0.0
5672,5,NaN,0.0,0.0,1,0.0,6.219457864317208,0.0,0.0
5674,24,NaN,0.0,0.0,1,0.0,6.219589305734021,0.0,0.0
5676,9,NaN,0.0,0.0,1,0.0,6.220355286607459,0.0,0.0
5678,9,NaN,0.0,0.0,1,0.0,6.2209850240173274,0.0,0.0
5680,1,NaN,0.0,0.0,1,0.0,6.221806225155091,0.0,0.0
5682,11,NaN,0.0,0.0,1,0.0,6.222133252560948,0.0,0.0
5684,12,NaN,0.0,0.0,1,0.0,6.222628817510694,0.0,0.0
5686,22,NaN,0.0,0.0,1,0.0,6.222978392756076,0.0,0.0
5688,8,NaN,0.0,0.0,1,0.0,6.2245087536578305,0.0,0.0
